name,url,remote_testing,adaptive,duration,test_types,description,downloads
Manufac. & Indust. - Mechanical & Vigilance 8.0,https://www.shl.com/solutions/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,Yes,No,49 minutes,"Ability & Aptitude, Personality & Behavior","The Manufacturing & Industrial Mechanical & Vigilance Focus 8.0 Job-Focused Assessment 
measures the behaviors that underlie successful and safe performance in an 
industrial/manufacturing setting. This solution assesses process monitoring, mechanical 
comprehension and other foundational behaviors including behaving safely in the workplace; 
applying domain-related expertise; offering practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers and Fitters, Maintenance/Repair Workers, Surveillance, and Quality Assurance 
Workers.",Sample Report (Candidate): https://service.shl.com/docs/Manufacturing Industrial Mechanical & Vigilance 8.0 JFA Candidate Report US English.pdf | Sample Report (Detailed): https://service.shl.com/docs/Manufacturing Industrial Mechanical & Vigilance 8.0 JFA Detailed Report US English.pdf | Sample Report (Interview): https://service.shl.com/docs/Manufacturing Industrial Mechanical & Vigilance 8.0 JFA Inteview Report US English.pdf | Fact Sheet: https://service.shl.com/docs/Manufacturing & Industrial - Mechanical & Vigilance Focus 8.0 JFA Product Fact Sheet.pdf
Manufac. & Indust. - Safety & Dependability 8.0,https://www.shl.com/solutions/products/product-catalog/view/safety-and-dependability-focus-8-0/,Yes,No,16 minutes,Personality & Behavior,"The Manufacturing & Industrial Safety & Dependability Focus 8.0 Job-Focused Assessment 
measures the behaviors that underlie safe performance in a work setting. This solution 
assesses foundational behaviors including behaving safely in the workplace; complying with 
rules and regulations; applying domain-related expertise; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Laborers/Warehouse Workers, Assemblers & Fitters, Maintenance/Repair Workers, 
Dispatchers, Surveillance, Quality Assurance Workers, Material Handlers, and Truck/Ship 
Loaders",Fact Sheet: https://service.shl.com/docs/Manufacturing & Industrial - Safety & Dependability Focus 8.0 JFA Product Fact Sheet.pdf | Detailed Report: https://service.shl.com/docs/Manufacturing Industrial Safety & Dependability 8.0 JFA Detailed Report US English.pdf | Interview Report: https://service.shl.com/docs/Manufacturing Industrial Safety & Dependability 8.0 JFA Interview Report US English.pdf | Candidate Report: https://service.shl.com/docs/Manufacturing Industrial Safety & Dependability 8.0 JFA Safety & Dependability Candidate Report US English.pdf
Manufacturing & Industrial - Essential Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/essential-focus-8-0/,Yes,No,16 minutes,Personality & Behavior,"The Manufacturing & Industrial Essential 8.0 Job-Focused Assessment measures the behaviors 
that underlie successful and safe performance in an industrial/manufacturing setting. This 
solution assesses foundational behaviors including behaving safely in the workplace; applying 
domain-related expertise; offering practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machining and Equipment Operators, 
Laborer/Warehouse, Assemblers and Fitters, Maintenance/Repair Workers, Dispatchers, 
Surveillance, Quality Assurance Workers, Material Handlers, and Truck/Ship Loaders.",Fact Sheet: https://service.shl.com/docs/Manufacturing & Industrial - Essential Focus 8.0 JFA Product Fact Sheet.pdf | Sample Report (Candidate): https://service.shl.com/docs/Manufacturing Industrial Essential 8.0 JFA Candidate Report US English (1).pdf | Sample Report (Detailed): https://service.shl.com/docs/Manufacturing Industrial Essential 8.0 JFA Detailed Report US English (1).pdf | Sample Report (Interview): https://service.shl.com/docs/Manufacturing Industrial Essential 8.0 JFA Interview Report US English (1).pdf
Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/mechanical-focus-8-0/,Yes,No,31 minutes,"Ability & Aptitude, Personality & Behavior","The Manufacturing & Industrial Mechanical Focus 8.0 Job-Focused Assessment measures the 
behaviors that underlie successful and safe performance in an industrial/manufacturing 
setting. This solution assesses mechanical comprehension and other foundational behaviors 
including behaving safely in the workplace; applying domain-related expertise; offering 
practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers and Fitters, and Maintenance/Repair Workers.",Fact Sheet: https://service.shl.com/docs/Manufacturing & Industrial - Mechanical Focus 8.0 JFA Product Fact Sheet.pdf | Sample Report (Candidate): https://service.shl.com/docs/Manufacturing Industrial Mechanical 8.0 JFA Candidate Report US English.pdf | Sample Report (Interview): https://service.shl.com/docs/Manufacturing Industrial Mechanical 8.0 JFA Interview Report US English.pdf | Sample Report (Detailed): https://service.shl.com/docs/Manufacturing Industrial Mechanical 8.0 JFA Mechanical Detailed Report US English.pdf
Manufacturing & Industrial - Vigilance Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/vigilance-focus-8-0/,Yes,No,34 minutes,"Ability & Aptitude, Personality & Behavior","The Manufacturing and Industrial Vigilance Focus 8.0 Job-Focused Assessment measures the 
behaviors that underlie successful and safe performance in an industrial/manufacturing 
setting. This solution assesses process monitoring and other foundational behaviors including 
behaving safely in the workplace; applying domain-related expertise; offering practical 
solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers & Fitters, Maintenance/ Repair Workers, Dispatchers, Surveillance, Quality 
Assurance Workers",Candidate Report: https://service.shl.com/docs/Manufacturing Industrial Vigilance 8.0 JFA Candidate Report US English.pdf | Detailed Report: https://service.shl.com/docs/Manufacturing Industrial Vigilance 8.0 JFA Detailed Report US English.pdf | Interview Report: https://service.shl.com/docs/Manufacturing Industrial Vigilance 8.0 JFA Interview Report US English.pdf | Fact Sheet: https://service.shl.com/docs/Manufacturing & Industrial - Vigilance Focus 8.0 JFA Product Fact Sheet.pdf
Marketing (New),https://www.shl.com/solutions/products/product-catalog/view/marketing-new/,Yes,No,9 minutes,Knowledge & Skills,"Multi-choice test that measures the conceptual knowledge of marketing principles, market research, consumer behavior, brand management, sales management, channel management and advertisement management.",Product Fact Sheet: https://service.shl.com/docs/Marketing (New).pdf
Maven (New),https://www.shl.com/solutions/products/product-catalog/view/maven-new/,Yes,No,7 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of Maven installation, dependencies, Project Object Model (POM), builds and plugins.",Product Fact Sheet: https://service.shl.com/docs/Maven (New).pdf
Mechanical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechanical-engineering-new/,Yes,No,7 minutes,Knowledge & Skills,"Multi-choice test that measures the conceptual knowledge of fluid and machine mechanics, thermodynamics, IC engines and manufacturing science.",Product Fact Sheet: https://service.shl.com/docs/Mechanical Engineering (New).pdf | Sample Report: https://service.shl.com/docs/SHL Mechanical Engineering (New) Sample Report.pdf
Mechatronics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechatronics-engineering-new/,Yes,No,19 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators, computational elements and application of mechatronic systems.",Product Fact Sheet: https://service.shl.com/docs/Mechatronics Engineering (New).pdf | Sample Report: https://service.shl.com/docs/SHL Mechatronics Engineering (New) Sample Report.pdf
Medical Terminology (New),https://www.shl.com/solutions/products/product-catalog/view/medical-terminology-new/,Yes,No,3 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis.",Product Fact Sheet: https://service.shl.com/docs/Medical Terminology (New).pdf
Metallurgical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/metallurgical-engineering-new/,Yes,No,10 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of process metallurgy, industrial metallurgy and physical metallurgy.",Product Fact Sheet: https://service.shl.com/docs/Metallurgical Engineering (New).pdf
